FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,TotalGoals,GoalDiff,Over2.5,BTTS,HomeForm_5,HomeGF_5,HomeGA_5,Home_xG_5,Home_xGA_5,AwayForm_5,AwayGF_5,AwayGA_5,Away_xG_5,Away_xGA_5,H2H_Matches,H2H_HomeWins,H2H_AwayWins,H2H_Draws,H2H_HomeGoals,H2H_AwayGoals,Ref_AvgYellows,Ref_AvgReds,Ref_Strictness,Result_Num,Over1.5,Over3.5,HomeCleanSheet,AwayCleanSheet,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTGD,ATGD,DiffPts,DiffFormPts,DiffFormGoals,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5
1,0,1,0,14,7,4,1,21,14,1,5,7,5,0,1,2223,1,1,0,0,0.2,0.4,1.6,,,0.8,0.8,1.6,,,1,0,0,1,1.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,29.0,38.0,42.0,45.0,31.0,39.0,33.0,-13.0,-7.0,-8.0,-3.0,0.0,1.0,4.0,0,0,1,0,0,0,0,0
1,1,0,0,8,11,1,4,14,13,6,6,4,2,0,0,2223,2,0,0,1,1.2,1.2,1.4,,,1.8,2.4,1.8,,,1,0,1,0,1.0,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,35.0,46.0,39.0,33.0,33.0,53.0,33.0,-4.0,13.0,-20.0,-3.0,0.0,6.0,9.0,0,0,0,0,0,0,0,0
1,0,1,0,15,9,3,3,10,8,7,5,0,0,0,0,2223,1,1,0,0,2.6,3.4,1.8,,,1.2,1.2,1.2,,,1,0,0,1,2.0,2.0,3.704918032786885,0.1475409836065573,0.6380832282471627,0,0,0,1,0,65.0,45.0,42.0,45.0,56.0,45.0,34.0,23.0,0.0,11.0,7.0,0.0,13.0,6.0,1,0,0,0,0,0,0,0
5,1,2,0,18,2,8,1,12,9,5,2,3,2,0,0,2223,6,4,1,1,2.4,2.4,1.2,,,1.4,0.8,0.8,,,1,0,1,0,2.0,3.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,55.0,25.0,25.0,44.0,66.0,35.0,33.0,30.0,-19.0,31.0,5.0,0.0,12.0,7.0,0,0,0,0,0,0,0,0
3,0,0,0,16,6,7,2,8,8,6,3,0,1,0,0,2223,3,3,1,0,3.0,3.4,1.0,,,1.4,2.2,1.6,,,1,1,0,0,2.0,0.0,4.396551724137931,0.1034482758620689,0.7241379310344828,0,1,0,1,0,84.0,37.0,30.0,47.0,76.0,34.0,33.0,54.0,-10.0,42.0,8.0,0.0,15.0,7.0,1,1,0,0,0,0,0,0
0,1,0,1,21,12,6,2,13,7,13,2,1,3,1,0,2223,1,-1,0,0,2.0,1.4,0.8,,,0.8,1.0,2.0,,,1,0,0,1,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,0,0,0,1,43.0,39.0,32.0,37.0,47.0,49.0,33.0,11.0,2.0,-2.0,6.0,0.0,10.0,4.0,0,0,0,0,0,0,0,0
3,2,1,2,18,7,6,3,15,11,9,0,1,2,0,0,2223,5,1,1,1,2.0,1.4,1.0,,,0.8,1.0,1.8,,,1,1,0,0,3.0,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,38.0,38.0,47.0,53.0,41.0,31.0,33.0,-9.0,-15.0,10.0,6.0,0.0,10.0,4.0,0,0,0,0,0,0,0,0
2,1,1,0,17,8,7,2,9,13,9,5,4,0,0,0,2223,3,1,1,1,2.0,1.6,0.6,,,1.6,1.8,1.6,,,1,0,0,1,1.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,0,0,50.0,31.0,45.0,35.0,44.0,41.0,33.0,5.0,-4.0,3.0,2.0,0.0,10.0,8.0,0,0,0,0,0,0,0,0
1,0,0,0,22,16,6,5,10,14,8,6,4,4,0,0,2223,1,1,0,0,1.8,2.4,1.2,,,2.6,1.6,0.4,,,1,1,0,0,2.0,1.0,3.5384615384615383,0.1538461538461538,0.6153846153846154,0,0,0,1,0,61.0,49.0,40.0,39.0,52.0,63.0,32.0,21.0,10.0,-11.0,-4.0,0.0,9.0,13.0,0,0,0,0,0,0,0,0
2,1,0,0,16,7,6,4,18,15,3,4,0,0,0,0,2223,3,1,1,1,1.2,1.2,2.0,,,1.4,1.8,2.2,,,1,1,0,0,1.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,0,0,38.0,29.0,41.0,55.0,43.0,35.0,33.0,-3.0,-26.0,8.0,-1.0,0.0,6.0,7.0,0,0,0,0,0,0,0,0
1,3,1,1,10,11,4,5,9,11,7,7,1,3,0,0,2223,4,-2,1,1,2.4,1.8,1.4,,,0.2,0.4,1.6,,,1,0,1,0,0.0,2.0,4.396551724137931,0.1034482758620689,0.7241379310344828,2,1,1,0,0,36.0,31.0,64.0,38.0,39.0,39.0,35.0,-28.0,-7.0,0.0,11.0,0.0,12.0,1.0,0,0,0,0,0,0,1,0
2,1,2,0,18,4,6,2,3,16,10,1,0,3,0,0,2223,3,1,1,1,3.0,3.2,0.8,,,0.2,1.0,3.6,,,1,1,0,0,3.0,1.0,3.82089552238806,0.0895522388059701,0.6291618828932262,0,1,0,0,0,87.0,43.0,30.0,67.0,79.0,30.0,34.0,57.0,-24.0,49.0,14.0,0.0,15.0,1.0,1,1,0,0,0,0,0,0
1,0,1,0,8,7,3,2,15,14,8,4,3,5,0,0,2223,1,1,0,0,0.8,2.0,3.2,,,2.0,2.2,1.2,,,1,1,0,0,4.0,0.0,4.081632653061225,0.1428571428571428,0.6938775510204083,0,0,0,1,0,63.0,35.0,57.0,45.0,54.0,40.0,35.0,6.0,-10.0,14.0,-6.0,0.0,4.0,10.0,0,0,0,0,0,0,0,0
1,0,1,0,15,5,5,1,19,10,7,3,4,2,0,0,2223,1,1,0,0,3.0,3.2,1.4,,,1.4,1.2,1.2,,,1,0,1,0,1.0,3.0,3.770114942528736,0.1494252873563218,0.6489832007073386,0,0,0,1,0,66.0,52.0,42.0,44.0,59.0,50.0,35.0,24.0,8.0,9.0,8.0,0.0,15.0,7.0,1,1,0,0,0,0,0,0
1,0,1,0,6,16,2,3,20,9,5,6,3,3,0,0,2223,1,1,0,0,1.8,1.2,1.6,,,2.0,1.4,0.4,,,1,0,0,1,1.0,1.0,3.704918032786885,0.1475409836065573,0.6380832282471627,0,0,0,1,0,29.0,46.0,50.0,42.0,37.0,54.0,35.0,-21.0,4.0,-17.0,-1.0,0.0,9.0,10.0,0,0,0,0,0,0,0,0
1,0,1,0,15,19,4,4,4,9,5,6,0,2,0,0,2223,1,1,0,0,0.8,2.0,2.2,,,2.0,1.4,0.6,,,1,0,1,0,0.0,1.0,4.166666666666667,0.074074074074074,0.6752136752136753,0,0,0,1,0,37.0,49.0,50.0,40.0,34.0,63.0,35.0,-13.0,9.0,-29.0,-6.0,0.0,4.0,10.0,0,0,1,0,0,0,0,0
0,2,0,1,12,10,5,6,16,12,9,4,2,1,0,0,2223,2,-2,0,0,2.4,3.0,1.4,,,1.2,2.2,2.4,,,1,0,0,1,0.0,0.0,3.736842105263158,0.1578947368421052,0.6477732793522267,2,1,0,0,1,61.0,81.0,27.0,39.0,65.0,78.0,34.0,34.0,42.0,-13.0,6.0,0.0,12.0,6.0,1,0,0,0,0,0,0,0
5,3,3,0,17,18,7,9,13,15,2,7,0,3,0,0,2223,8,2,1,1,1.2,1.2,1.2,,,1.0,1.2,1.6,,,1,1,0,0,1.0,0.0,4.171428571428572,0.1285714285714285,0.701098901098901,0,1,1,0,0,45.0,46.0,46.0,59.0,45.0,30.0,35.0,-1.0,-13.0,15.0,1.0,0.0,6.0,5.0,0,0,1,0,0,0,0,0
4,3,3,1,9,19,4,5,16,10,2,11,1,0,0,0,2223,7,1,1,1,0.6,1.2,2.0,,,0.2,1.0,2.6,,,1,1,0,0,1.0,0.0,3.6582278481012658,0.1392405063291139,0.6270691333982474,0,1,1,0,0,30.0,28.0,62.0,60.0,30.0,24.0,35.0,-32.0,-32.0,6.0,2.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0
1,5,0,3,23,10,5,5,11,13,15,1,1,5,0,0,2223,6,-4,1,1,1.8,2.2,1.2,,,0.4,0.8,2.2,,,1,1,0,0,4.0,1.0,4.116883116883117,0.0779220779220779,0.6693306693306694,2,1,1,0,0,62.0,27.0,40.0,52.0,55.0,29.0,33.0,22.0,-25.0,26.0,7.0,0.0,9.0,2.0,0,0,0,0,0,0,0,0
1,0,1,0,8,14,3,4,16,14,3,7,5,3,0,0,2223,1,1,0,0,1.4,1.4,1.4,,,0.8,0.6,1.8,,,1,0,1,0,0.0,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,32.0,26.0,37.0,49.0,41.0,35.0,34.0,-5.0,-23.0,6.0,3.0,0.0,7.0,4.0,0,0,0,0,0,0,0,0
1,0,0,0,16,9,3,2,5,23,1,3,1,4,0,0,2223,1,1,0,0,1.8,2.0,1.6,,,0.8,0.6,1.2,,,1,1,0,0,1.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,69.0,30.0,32.0,42.0,68.0,34.0,34.0,37.0,-12.0,34.0,5.0,0.0,9.0,4.0,0,0,0,0,0,0,0,0
2,1,1,0,8,5,4,2,9,14,8,3,3,3,0,0,2223,3,1,1,1,1.4,1.0,0.6,,,0.8,1.8,3.0,,,1,1,0,0,2.0,0.0,4.166666666666667,0.074074074074074,0.6752136752136753,0,1,0,0,0,46.0,64.0,43.0,57.0,54.0,57.0,36.0,3.0,7.0,-3.0,3.0,0.0,7.0,4.0,0,0,0,0,0,0,0,0
2,2,0,1,14,11,6,2,13,15,2,5,3,1,0,0,2223,4,0,1,1,0.6,1.0,1.8,,,1.2,2.0,2.2,,,1,0,0,1,1.0,1.0,3.636363636363636,0.0909090909090909,0.6013986013986015,1,1,1,0,0,34.0,34.0,39.0,65.0,42.0,33.0,35.0,-5.0,-31.0,9.0,-3.0,0.0,3.0,6.0,0,0,0,0,0,0,0,0
3,1,0,0,18,8,7,3,7,7,4,1,0,0,0,0,2223,4,2,1,1,1.2,1.0,1.4,,,1.2,1.6,2.0,,,1,1,0,0,1.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,29.0,42.0,35.0,58.0,44.0,36.0,34.0,-6.0,-16.0,8.0,0.0,0.0,6.0,6.0,0,0,0,0,0,0,0,0
2,0,1,0,17,5,5,0,5,12,11,2,0,2,0,0,2223,2,2,0,0,1.4,1.2,1.2,,,1.8,1.8,2.0,,,1,1,0,0,2.0,0.0,3.6818181818181817,0.1818181818181818,0.6503496503496502,0,1,0,1,0,35.0,37.0,46.0,67.0,40.0,39.0,36.0,-11.0,-30.0,1.0,-2.0,0.0,7.0,9.0,0,0,0,0,0,0,0,0
2,0,1,0,27,5,9,0,9,9,11,7,3,2,0,0,2223,2,2,0,0,1.4,1.0,0.8,,,1.8,1.2,1.6,,,1,1,0,0,1.0,0.0,4.396551724137931,0.1034482758620689,0.7241379310344828,0,1,0,1,0,49.0,30.0,41.0,50.0,63.0,40.0,35.0,8.0,-20.0,23.0,-2.0,0.0,7.0,9.0,0,0,0,0,0,0,0,0
2,2,2,2,18,13,6,6,22,13,7,4,5,3,0,1,2223,4,0,1,1,2.0,1.2,0.6,,,2.4,2.0,0.8,,,1,1,0,0,5.0,3.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,1,0,0,43.0,52.0,29.0,46.0,61.0,47.0,34.0,14.0,6.0,14.0,-2.0,0.0,10.0,12.0,0,0,0,0,1,0,0,0
2,2,1,1,9,18,4,5,16,14,2,6,3,2,1,0,2223,4,0,1,1,0.2,1.0,3.0,,,1.8,2.6,1.6,,,1,0,0,1,0.0,0.0,4.116883116883117,0.0779220779220779,0.6693306693306694,1,1,1,0,0,44.0,61.0,69.0,29.0,30.0,65.0,36.0,-25.0,32.0,-35.0,-8.0,0.0,1.0,9.0,0,0,0,0,0,0,0,0
5,1,2,1,17,11,11,5,11,13,7,5,4,3,0,0,2223,6,4,1,1,1.4,2.0,1.6,,,1.4,1.0,0.8,,,1,0,1,0,0.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,47.0,43.0,34.0,33.0,54.0,47.0,34.0,13.0,10.0,7.0,0.0,0.0,7.0,7.0,0,0,0,0,0,0,0,0
0,2,0,0,5,9,1,4,17,12,1,8,2,0,0,0,2223,2,-2,0,0,0.2,1.4,2.6,,,1.2,1.6,1.6,,,1,0,1,0,1.0,2.0,3.8,0.2333333333333333,0.6923076923076923,2,1,0,0,1,31.0,50.0,64.0,49.0,24.0,48.0,36.0,-33.0,1.0,-24.0,-5.0,0.0,1.0,6.0,0,0,1,0,0,0,0,0
0,3,0,0,28,17,6,5,9,16,8,3,2,1,0,0,2223,3,-3,1,0,1.2,1.4,2.0,,,2.4,1.6,1.0,,,1,0,0,1,1.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,0,0,1,30.0,41.0,57.0,49.0,35.0,44.0,34.0,-27.0,-8.0,-9.0,-6.0,0.0,6.0,12.0,0,0,1,0,0,0,0,0
1,0,1,0,15,13,4,4,16,3,3,5,2,0,0,0,2223,1,1,0,0,0.6,1.0,1.4,,,2.4,3.0,1.2,,,1,0,1,0,0.0,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,25.0,60.0,64.0,26.0,16.0,69.0,34.0,-39.0,34.0,-53.0,-9.0,0.0,3.0,12.0,0,0,0,0,1,0,0,0
2,0,2,0,24,4,10,4,5,5,7,5,1,0,0,0,2223,2,2,0,0,1.4,1.0,1.0,,,1.2,1.8,1.8,,,1,1,0,0,2.0,0.0,3.6582278481012658,0.1392405063291139,0.6270691333982474,0,1,0,1,0,52.0,38.0,45.0,50.0,50.0,37.0,36.0,7.0,-12.0,13.0,1.0,0.0,7.0,6.0,0,0,0,0,0,0,0,0
1,2,0,1,10,12,6,5,13,19,5,4,3,5,0,1,2223,3,-1,1,1,0.6,0.4,1.4,,,1.4,1.2,1.2,,,1,0,1,0,0.0,3.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,0,0,0,38.0,36.0,46.0,40.0,39.0,34.0,34.0,-8.0,-4.0,5.0,-4.0,0.0,3.0,7.0,0,0,0,0,0,0,0,0
0,3,0,0,14,12,2,6,13,17,5,2,1,2,0,0,2223,3,-3,1,0,1.6,2.2,2.0,,,1.8,2.2,1.8,,,1,1,0,0,4.0,2.0,3.82089552238806,0.0895522388059701,0.6291618828932262,2,1,0,0,1,83.0,63.0,39.0,45.0,81.0,55.0,36.0,44.0,18.0,26.0,-1.0,0.0,8.0,9.0,0,0,0,0,0,0,0,0
0,3,0,2,7,9,3,4,12,4,8,6,1,0,0,0,2223,3,-3,1,0,1.0,1.8,2.0,,,3.0,2.8,0.8,,,1,0,0,1,1.0,1.0,3.770114942528736,0.1494252873563218,0.6489832007073386,2,1,0,0,1,32.0,89.0,53.0,31.0,32.0,82.0,36.0,-21.0,58.0,-50.0,-10.0,0.0,5.0,15.0,0,0,0,0,1,1,0,0
2,4,0,3,15,15,7,5,12,9,4,3,1,3,0,0,2223,6,-2,1,1,0.8,1.2,2.0,,,2.0,1.4,0.4,,,1,0,0,1,1.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,1,0,0,40.0,60.0,56.0,11.0,31.0,82.0,34.0,-16.0,49.0,-51.0,-6.0,0.0,4.0,10.0,0,0,0,0,0,0,0,0
0,3,0,2,4,16,4,5,11,17,4,4,2,1,0,0,2223,3,-3,1,0,1.0,1.8,2.4,,,3.0,2.2,1.2,,,1,0,1,0,1.0,2.0,4.112903225806452,0.1129032258064516,0.684863523573201,2,1,0,0,1,49.0,67.0,64.0,42.0,30.0,62.0,36.0,-15.0,25.0,-32.0,-10.0,0.0,5.0,15.0,0,0,0,0,1,1,0,0
3,1,2,0,11,16,5,4,11,9,6,5,3,2,0,1,2223,4,2,1,1,1.4,1.2,1.6,,,1.8,1.4,1.8,,,1,1,0,0,2.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,40.0,40.0,37.0,42.0,52.0,46.0,34.0,3.0,-2.0,6.0,-2.0,0.0,7.0,9.0,0,0,0,0,0,0,0,0
4,1,2,0,22,8,9,2,17,16,6,1,2,4,0,0,2223,5,3,1,1,2.0,3.0,1.4,,,1.8,2.4,1.6,,,1,0,0,1,0.0,0.0,4.171428571428572,0.1285714285714285,0.701098901098901,0,1,1,0,0,63.0,66.0,31.0,45.0,66.0,58.0,36.0,32.0,21.0,8.0,1.0,0.0,10.0,9.0,0,0,0,0,0,0,0,0
2,0,0,0,11,6,4,2,18,18,4,3,4,4,0,1,2223,2,2,0,0,0.8,0.6,1.6,,,0.6,1.0,2.4,,,1,1,0,0,1.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,1,0,26.0,30.0,50.0,60.0,35.0,35.0,35.0,-24.0,-30.0,0.0,1.0,0.0,4.0,3.0,0,0,0,0,0,0,1,0
1,1,1,0,13,19,5,4,18,10,1,7,5,1,0,0,2223,2,0,0,1,1.2,0.8,2.0,,,1.0,1.6,2.0,,,1,1,0,0,2.0,1.0,4.395348837209302,0.1395348837209302,0.740608228980322,1,1,0,0,0,30.0,32.0,52.0,56.0,40.0,32.0,37.0,-22.0,-24.0,8.0,1.0,0.0,6.0,5.0,0,0,0,0,0,0,0,0
1,1,0,1,10,6,5,3,16,13,9,4,3,5,0,0,2223,2,0,0,1,3.0,2.2,0.8,,,1.4,0.8,0.8,,,1,1,0,0,3.0,1.0,4.396551724137931,0.1034482758620689,0.7241379310344828,1,1,0,0,0,70.0,48.0,42.0,44.0,65.0,57.0,37.0,28.0,4.0,8.0,8.0,0.0,15.0,7.0,1,1,0,0,0,0,0,0
1,0,1,0,6,11,2,3,11,12,3,6,3,2,0,0,2223,1,1,0,0,1.4,2.4,2.2,,,1.4,1.8,2.2,,,1,0,1,0,0.0,5.0,3.770114942528736,0.1494252873563218,0.6489832007073386,0,0,0,1,0,36.0,83.0,67.0,42.0,34.0,81.0,37.0,-31.0,41.0,-47.0,0.0,0.0,7.0,7.0,0,0,0,0,0,0,0,0
1,3,1,0,22,11,8,4,11,9,8,2,1,1,0,0,2223,4,-2,1,1,0.8,1.6,2.8,,,2.0,1.4,0.6,,,1,0,0,1,2.0,2.0,3.849056603773585,0.0377358490566037,0.6095791001451378,2,1,1,0,0,65.0,54.0,59.0,45.0,57.0,53.0,37.0,6.0,9.0,4.0,-6.0,0.0,4.0,10.0,0,0,0,0,0,0,0,0
2,1,1,0,10,8,3,3,17,12,8,5,4,1,0,0,2223,3,1,1,1,0.8,0.8,1.8,,,0.6,0.6,1.6,,,1,0,1,0,0.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,0,0,44.0,39.0,38.0,48.0,47.0,39.0,35.0,6.0,-9.0,8.0,1.0,0.0,4.0,3.0,0,0,0,0,0,0,1,0
0,1,0,1,10,20,4,5,6,7,3,6,1,0,0,0,2223,1,-1,0,0,1.2,1.2,2.0,,,1.4,1.0,0.8,,,1,0,1,0,0.0,3.0,3.736842105263158,0.1578947368421052,0.6477732793522267,2,0,0,0,1,37.0,51.0,69.0,41.0,39.0,66.0,37.0,-32.0,10.0,-27.0,-1.0,0.0,6.0,7.0,0,0,0,0,0,0,0,0
3,0,2,0,12,7,3,3,11,15,4,6,1,2,0,0,2223,3,3,1,0,1.2,1.6,2.2,,,1.4,1.4,1.4,,,1,0,1,0,0.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,1,0,43.0,33.0,61.0,37.0,36.0,44.0,35.0,-18.0,-4.0,-8.0,-1.0,0.0,6.0,7.0,0,0,0,0,0,0,0,0
1,1,1,1,9,13,5,4,19,11,5,6,3,1,0,0,2223,2,0,0,1,0.6,0.6,1.4,,,1.2,1.2,1.0,,,1,1,0,0,1.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,30.0,26.0,43.0,64.0,34.0,19.0,35.0,-13.0,-38.0,15.0,-3.0,0.0,3.0,6.0,0,0,0,0,0,0,0,0
1,2,0,1,13,13,4,6,8,16,8,2,4,4,0,0,2223,3,-1,1,1,2.4,2.2,0.8,,,2.2,1.6,0.6,,,1,1,0,0,4.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,0,0,0,64.0,45.0,13.0,31.0,85.0,62.0,35.0,51.0,14.0,23.0,1.0,0.0,12.0,11.0,1,0,0,0,0,0,0,0
2,2,1,1,11,11,4,5,13,12,7,4,3,0,0,0,2223,4,0,1,1,1.2,1.6,1.4,,,1.4,1.2,1.2,,,1,1,0,0,3.0,0.0,3.875,0.25,0.7115384615384616,1,1,1,0,0,52.0,37.0,49.0,46.0,51.0,43.0,37.0,3.0,-9.0,8.0,-1.0,0.0,6.0,7.0,0,0,0,0,0,0,0,0
1,2,1,1,9,10,3,5,16,11,3,1,2,1,0,0,2223,3,-1,1,1,2.0,2.0,1.2,,,2.0,2.8,1.4,,,1,0,1,0,0.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,0,0,0,54.0,52.0,48.0,35.0,48.0,57.0,35.0,6.0,17.0,-9.0,0.0,0.0,10.0,10.0,0,0,0,0,0,0,0,0
1,2,1,1,15,10,5,6,8,11,4,4,2,2,0,0,2223,3,-1,1,1,1.2,1.2,2.2,,,0.8,1.4,2.2,,,1,1,0,0,2.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,0,0,0,41.0,42.0,45.0,60.0,46.0,31.0,35.0,-4.0,-18.0,15.0,2.0,0.0,6.0,4.0,0,0,0,0,0,0,0,0
3,0,1,0,15,12,5,2,6,11,8,10,0,2,0,0,2223,3,3,1,0,1.8,2.6,1.2,,,1.8,1.4,1.2,,,1,1,0,0,1.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,1,0,60.0,32.0,27.0,36.0,69.0,47.0,35.0,33.0,-4.0,22.0,0.0,0.0,9.0,9.0,0,0,0,0,0,0,0,0
3,1,1,1,19,12,9,3,6,11,9,5,1,3,0,0,2223,4,2,1,1,0.6,1.0,2.2,,,0.4,1.2,2.2,,,1,0,0,1,2.0,2.0,4.166666666666667,0.074074074074074,0.6752136752136753,0,1,1,0,0,38.0,46.0,52.0,71.0,37.0,31.0,37.0,-14.0,-25.0,6.0,1.0,0.0,3.0,2.0,0,0,0,0,0,0,0,0
1,0,1,0,12,13,6,5,13,4,2,9,4,2,0,1,2223,1,1,0,0,2.0,1.6,1.0,,,1.8,1.8,1.6,,,1,0,1,0,0.0,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,38.0,70.0,41.0,32.0,37.0,71.0,35.0,-3.0,38.0,-34.0,1.0,0.0,10.0,9.0,0,0,0,0,0,0,0,0
3,1,2,0,26,5,8,1,8,9,4,3,2,5,0,0,2223,4,2,1,1,1.8,2.4,1.8,,,0.2,1.4,2.6,,,1,1,0,0,3.0,1.0,3.636363636363636,0.0909090909090909,0.6013986013986015,0,1,1,0,0,67.0,31.0,49.0,66.0,58.0,24.0,36.0,18.0,-35.0,34.0,8.0,0.0,9.0,1.0,0,0,0,0,0,0,1,0
1,0,1,0,15,13,2,6,12,9,5,2,0,2,0,0,2223,1,1,0,0,3.0,2.8,0.6,,,0.8,1.4,2.0,,,1,1,0,0,1.0,0.0,3.6582278481012658,0.1392405063291139,0.6270691333982474,0,0,0,1,0,92.0,36.0,31.0,41.0,85.0,43.0,36.0,61.0,-5.0,42.0,11.0,0.0,15.0,4.0,1,1,0,0,0,0,0,0
0,0,0,0,10,5,4,0,14,11,4,3,2,2,0,1,2223,0,0,0,0,2.4,1.8,1.0,,,1.4,1.2,1.6,,,1,0,0,1,1.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,0,0,1,1,44.0,43.0,49.0,38.0,47.0,55.0,35.0,-5.0,5.0,-8.0,5.0,0.0,12.0,7.0,0,0,0,0,0,0,0,0
0,0,0,0,23,1,4,1,9,5,12,1,2,0,0,0,2223,0,0,0,0,2.0,2.6,1.4,,,1.0,1.6,2.4,,,1,1,0,0,3.0,0.0,3.5384615384615383,0.1538461538461538,0.6153846153846154,1,0,0,1,1,67.0,49.0,32.0,67.0,69.0,30.0,37.0,35.0,-18.0,39.0,5.0,0.0,10.0,5.0,0,0,0,0,0,0,0,0
1,0,1,0,15,2,2,2,20,8,10,2,0,1,0,1,2223,1,1,0,0,2.2,1.6,0.6,,,1.8,2.0,1.8,,,1,1,0,0,2.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,47.0,46.0,32.0,61.0,65.0,39.0,36.0,15.0,-15.0,26.0,2.0,0.0,11.0,9.0,0,0,0,0,0,0,0,0
1,1,1,0,16,11,7,4,13,13,9,3,0,0,0,0,2223,2,0,0,1,0.6,0.8,1.6,,,2.0,2.2,1.4,,,1,1,0,0,1.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,40.0,55.0,50.0,50.0,39.0,48.0,36.0,-10.0,5.0,-9.0,-7.0,0.0,3.0,10.0,0,0,1,0,0,0,0,0
3,1,2,0,8,16,4,6,13,9,2,6,1,0,0,0,2223,4,2,1,1,0.0,0.8,2.8,,,1.8,2.2,1.2,,,1,0,1,0,0.0,4.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,30.0,65.0,62.0,15.0,35.0,85.0,36.0,-32.0,50.0,-50.0,-9.0,0.0,0.0,9.0,0,0,1,1,0,0,0,0
1,1,1,1,20,13,7,4,16,11,5,1,2,1,0,0,2223,2,0,0,1,1.8,1.8,2.0,,,3.0,2.2,0.4,,,1,0,1,0,1.0,3.0,4.116883116883117,0.0779220779220779,0.6693306693306694,1,1,0,0,0,70.0,93.0,50.0,31.0,61.0,88.0,37.0,20.0,62.0,-27.0,-6.0,0.0,9.0,15.0,0,0,0,0,1,1,0,0
3,3,0,2,26,16,13,7,6,9,16,1,2,3,0,0,2223,6,0,1,1,1.2,1.8,2.4,,,2.4,3.2,1.0,,,1,0,0,1,1.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,1,0,0,44.0,63.0,61.0,27.0,34.0,72.0,36.0,-17.0,36.0,-38.0,-6.0,0.0,6.0,12.0,0,0,0,0,0,0,0,0
0,1,0,0,11,9,4,2,8,12,2,5,2,5,1,0,2223,1,-1,0,0,1.6,0.8,1.0,,,0.8,0.6,1.0,,,1,1,0,0,1.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,0,0,0,1,43.0,31.0,38.0,44.0,56.0,35.0,36.0,5.0,-13.0,21.0,4.0,0.0,8.0,4.0,0,0,0,0,0,0,0,0
2,0,2,0,13,16,7,8,14,8,7,6,1,2,0,0,2223,2,2,0,0,2.6,3.0,1.2,,,1.2,1.0,1.6,,,1,0,0,1,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,1,0,54.0,28.0,36.0,50.0,60.0,38.0,36.0,18.0,-22.0,22.0,7.0,0.0,13.0,6.0,0,0,0,0,0,0,0,0
