FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,TotalGoals,GoalDiff,Over2.5,BTTS,HomeForm_5,HomeGF_5,HomeGA_5,Home_xG_5,Home_xGA_5,AwayForm_5,AwayGF_5,AwayGA_5,Away_xG_5,Away_xGA_5,H2H_Matches,H2H_HomeWins,H2H_AwayWins,H2H_Draws,H2H_HomeGoals,H2H_AwayGoals,Ref_AvgYellows,Ref_AvgReds,Ref_Strictness,Result_Num,Over1.5,Over3.5,HomeCleanSheet,AwayCleanSheet,HTGS,ATGS,HTGC,ATGC,HTP,ATP,MW,HTGD,ATGD,DiffPts,DiffFormPts,DiffFormGoals,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5
0,0,0,0,22,4,5,0,12,15,11,1,3,5,0,0,2324,0,0,0,0,2.6,2.4,0.4,,,1.4,1.4,1.2,,,2,1,1,0,2.0,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,0,0,1,1,23.0,14.0,8.0,15.0,28.0,17.0,12.0,15.0,-1.0,11.0,6.0,0.0,13.0,7.0,0,0,0,0,0,0,0,0
2,3,0,3,17,17,6,7,11,18,9,3,4,4,0,0,2324,5,-1,1,1,1.0,1.2,1.4,,,1.0,1.4,1.6,,,2,1,1,0,2.5,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,1,0,0,15.0,18.0,18.0,12.0,12.0,18.0,12.0,-3.0,6.0,-6.0,0.0,0.0,5.0,5.0,0,0,0,0,0,0,0,0
2,0,1,0,5,13,3,3,6,9,0,10,1,1,0,0,2324,2,2,0,0,0.6,0.6,1.6,,,2.6,3.0,0.8,,,2,0,1,1,0.5,1.5,3.849056603773585,0.0377358490566037,0.6095791001451378,0,1,0,1,0,10.0,26.0,15.0,14.0,10.0,22.0,11.0,-5.0,12.0,-12.0,-10.0,0.0,3.0,13.0,0,0,0,0,0,0,0,0
1,1,0,0,8,24,5,6,7,13,4,7,1,1,0,0,2324,2,0,0,1,0.8,1.2,1.8,,,2.0,2.2,1.0,,,0,0,0,0,0.0,0.0,3.82089552238806,0.0895522388059701,0.6291618828932262,1,1,0,0,0,9.0,23.0,20.0,9.0,5.0,23.0,11.0,-11.0,14.0,-18.0,-6.0,0.0,4.0,10.0,0,0,0,0,0,0,0,0
1,0,0,0,23,9,3,3,13,14,12,6,2,3,0,0,2324,1,1,0,0,0.6,0.8,1.4,,,0.2,1.4,3.6,,,0,0,0,0,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,9.0,14.0,16.0,31.0,9.0,3.0,12.0,-7.0,-17.0,6.0,2.0,0.0,3.0,1.0,0,0,0,0,0,0,1,0
1,4,1,1,8,17,5,8,12,21,1,6,1,5,2,0,2324,5,-3,1,1,2.6,1.8,0.8,,,1.4,1.6,1.2,,,2,1,0,1,2.0,1.0,3.6582278481012658,0.1392405063291139,0.6270691333982474,2,1,1,0,0,22.0,13.0,9.0,11.0,26.0,12.0,11.0,13.0,2.0,14.0,6.0,0.0,13.0,7.0,1,0,0,0,0,0,0,0
1,0,0,0,13,6,3,2,18,12,6,3,7,1,1,0,2324,1,1,0,0,1.0,1.0,1.0,,,0.4,0.8,1.6,,,2,0,0,2,1.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,13.0,10.0,16.0,16.0,12.0,10.0,12.0,-3.0,-6.0,2.0,3.0,0.0,5.0,2.0,0,0,0,0,0,0,0,0
4,3,2,2,21,13,12,5,15,13,7,2,2,2,0,0,2324,7,1,1,1,1.4,1.6,1.6,,,0.4,0.8,1.8,,,2,1,1,0,1.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,21.0,11.0,14.0,20.0,21.0,7.0,13.0,7.0,-9.0,14.0,5.0,0.0,7.0,2.0,0,0,0,0,0,0,0,0
5,1,2,0,16,10,7,4,7,26,4,4,1,3,0,0,2324,6,4,1,1,2.2,2.0,0.4,,,1.6,1.2,1.2,,,2,1,1,0,1.0,0.5,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,23.0,15.0,8.0,13.0,29.0,18.0,13.0,15.0,2.0,11.0,3.0,0.0,11.0,8.0,0,0,0,0,0,0,0,0
1,2,1,1,22,19,9,7,15,13,8,3,1,2,0,0,2324,3,-1,1,1,1.4,1.4,1.2,,,2.4,2.2,1.4,,,2,0,0,2,2.0,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,0,0,0,14.0,29.0,15.0,15.0,18.0,31.0,13.0,-1.0,14.0,-13.0,-5.0,0.0,7.0,12.0,0,0,0,0,1,0,0,0
1,3,0,0,7,18,2,6,18,19,5,5,2,2,0,0,2324,4,-2,1,1,0.2,1.2,2.8,,,1.4,1.4,1.0,,,2,0,2,0,0.0,1.5,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,1,0,0,14.0,20.0,32.0,15.0,3.0,19.0,13.0,-18.0,5.0,-16.0,-6.0,0.0,1.0,7.0,0,0,1,0,0,0,0,0
1,1,1,1,12,10,6,6,14,9,3,5,4,2,0,0,2324,2,0,0,1,0.4,1.4,2.2,,,1.4,0.8,0.6,,,0,0,0,0,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,17.0,14.0,29.0,16.0,6.0,15.0,13.0,-12.0,-2.0,-9.0,-5.0,0.0,2.0,7.0,0,0,1,0,0,0,0,0
1,1,0,0,11,6,3,1,25,10,8,3,1,1,0,0,2324,2,0,0,1,1.2,1.4,2.0,,,2.4,1.6,1.0,,,0,0,0,0,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,14.0,10.0,20.0,11.0,13.0,17.0,13.0,-6.0,-1.0,-4.0,-6.0,0.0,6.0,12.0,0,0,0,0,0,0,0,0
2,0,0,0,19,8,10,5,10,4,6,5,2,1,0,0,2324,2,2,0,0,0.6,0.8,3.2,,,2.2,2.2,0.8,,,2,0,0,2,1.0,1.0,3.736842105263158,0.1578947368421052,0.6477732793522267,0,1,0,1,0,9.0,27.0,27.0,11.0,6.0,20.0,12.0,-18.0,16.0,-14.0,-8.0,0.0,3.0,11.0,0,0,0,0,0,0,0,0
1,0,0,0,15,10,4,4,9,11,11,3,0,2,0,0,2324,1,1,0,0,1.8,1.0,1.2,,,0.4,1.0,1.8,,,0,0,0,0,0.0,0.0,2.5,0.1666666666666666,0.4615384615384615,0,0,0,1,0,12.0,10.0,16.0,21.0,18.0,6.0,12.0,-4.0,-11.0,12.0,7.0,0.0,9.0,2.0,0,0,0,0,0,0,0,0
2,3,1,1,13,8,4,4,9,18,9,2,1,4,0,0,2324,5,-1,1,1,1.4,0.8,1.2,,,1.4,1.2,1.0,,,2,0,1,1,0.0,1.5,4.026315789473684,0.0526315789473684,0.6437246963562753,2,1,1,0,0,10.0,11.0,13.0,15.0,15.0,11.0,12.0,-3.0,-4.0,4.0,0.0,0.0,7.0,7.0,0,0,0,0,0,0,0,0
3,1,1,0,16,8,6,5,8,9,3,3,0,1,1,0,2324,4,2,1,1,2.0,2.4,0.6,,,0.6,0.8,2.4,,,0,0,0,0,0.0,0.0,3.6582278481012658,0.1392405063291139,0.6270691333982474,0,1,1,0,0,23.0,8.0,9.0,27.0,24.0,4.0,12.0,14.0,-19.0,20.0,7.0,0.0,10.0,3.0,0,0,0,0,0,0,1,0
2,1,0,1,17,6,4,2,19,15,11,3,4,3,0,0,2324,3,1,1,1,1.6,1.6,1.4,,,2.4,1.6,1.2,,,2,1,1,0,0.5,0.5,4.256410256410256,0.0512820512820512,0.6785009861932939,0,1,0,0,0,14.0,23.0,19.0,13.0,12.0,26.0,12.0,-5.0,10.0,-14.0,-4.0,0.0,8.0,12.0,0,0,0,0,0,0,0,0
1,1,0,0,13,14,4,6,18,14,9,5,1,1,0,0,2324,2,0,0,1,0.8,1.2,1.4,,,2.2,1.8,0.6,,,2,0,0,2,0.5,0.5,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,17.0,16.0,16.0,15.0,11.0,20.0,12.0,1.0,1.0,-9.0,-7.0,0.0,4.0,11.0,0,0,0,0,0,0,0,0
3,2,1,1,16,10,6,5,9,12,9,4,2,2,0,0,2324,5,1,1,1,0.8,1.4,2.0,,,1.2,1.0,1.2,,,2,1,1,0,2.0,0.5,3.6818181818181817,0.1818181818181818,0.6503496503496502,0,1,1,0,0,18.0,12.0,20.0,15.0,14.0,13.0,12.0,-2.0,-3.0,1.0,-2.0,0.0,4.0,6.0,0,0,1,0,0,0,0,0
1,1,1,0,11,9,6,1,13,16,6,3,3,2,1,0,2324,2,0,0,1,0.6,1.2,2.4,,,0.6,0.8,2.6,,,0,0,0,0,0.0,0.0,4.396551724137931,0.1034482758620689,0.7241379310344828,1,1,0,0,0,24.0,9.0,20.0,30.0,18.0,4.0,12.0,4.0,-21.0,14.0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,0,0
3,1,1,1,25,11,10,7,8,8,6,3,0,2,0,0,2324,4,2,1,1,2.4,2.2,1.2,,,1.0,1.4,1.6,,,2,0,1,1,1.0,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,26.0,17.0,11.0,21.0,25.0,12.0,12.0,15.0,-4.0,13.0,7.0,0.0,12.0,5.0,0,0,0,0,0,0,0,0
3,1,2,0,12,9,6,5,4,17,2,2,2,5,0,0,2324,4,2,1,1,2.0,2.8,1.2,,,0.8,0.8,1.4,,,2,1,1,0,0.5,1.5,4.116883116883117,0.0779220779220779,0.6693306693306694,0,1,1,0,0,26.0,9.0,16.0,17.0,22.0,12.0,12.0,10.0,-8.0,10.0,6.0,0.0,10.0,4.0,0,0,0,0,0,0,0,0
3,0,1,0,17,16,10,3,16,12,6,8,1,2,0,0,2324,3,3,1,0,1.6,1.8,1.0,,,2.0,2.0,1.0,,,2,1,1,0,1.0,1.5,3.636363636363636,0.0909090909090909,0.6013986013986015,0,1,0,1,0,24.0,19.0,10.0,14.0,24.0,16.0,12.0,14.0,5.0,8.0,-2.0,0.0,8.0,10.0,0,0,0,0,1,0,0,0
4,4,2,2,17,15,9,10,12,15,3,3,5,3,0,0,2324,8,0,1,1,2.0,2.4,1.2,,,1.8,2.4,1.0,,,2,0,2,0,0.0,1.0,3.770114942528736,0.1494252873563218,0.6489832007073386,1,1,1,0,0,17.0,28.0,12.0,8.0,15.0,27.0,12.0,5.0,20.0,-12.0,1.0,0.0,10.0,9.0,0,0,0,0,1,0,0,0
2,1,0,1,11,8,6,1,11,10,2,1,2,1,0,0,2324,3,1,1,1,2.0,1.2,0.8,,,1.0,0.8,1.2,,,0,0,0,0,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,0,0,24.0,10.0,12.0,16.0,27.0,12.0,13.0,12.0,-6.0,15.0,5.0,0.0,10.0,5.0,0,0,0,0,0,0,0,0
3,1,2,0,8,11,5,4,10,13,6,2,1,3,0,0,2324,4,2,1,1,1.0,1.0,1.2,,,0.4,1.0,1.8,,,0,0,0,0,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,11.0,18.0,18.0,30.0,12.0,7.0,14.0,-7.0,-12.0,5.0,3.0,0.0,5.0,2.0,0,0,0,0,0,0,0,0
1,1,1,0,10,15,4,4,23,13,1,4,3,4,0,0,2324,2,0,0,1,1.2,1.2,1.2,,,2.0,1.4,1.0,,,2,1,0,1,1.0,0.5,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,15.0,26.0,17.0,13.0,18.0,30.0,14.0,-2.0,13.0,-12.0,-4.0,0.0,6.0,10.0,0,0,0,0,0,0,0,0
2,3,1,2,18,11,5,5,12,7,6,4,2,4,0,1,2324,5,-1,1,1,1.0,1.2,1.6,,,0.8,1.2,1.4,,,2,1,0,1,1.5,0.5,3.770114942528736,0.1494252873563218,0.6489832007073386,2,1,1,0,0,14.0,25.0,18.0,21.0,13.0,19.0,13.0,-4.0,4.0,-6.0,1.0,0.0,5.0,4.0,0,0,0,0,0,0,0,0
2,1,2,1,18,13,5,4,12,8,3,6,2,4,0,0,2324,3,1,1,1,1.4,1.0,0.8,,,0.0,0.8,2.8,,,2,0,2,0,0.5,1.5,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,0,0,15.0,15.0,17.0,35.0,16.0,3.0,14.0,-2.0,-20.0,13.0,7.0,0.0,7.0,0.0,0,0,0,0,0,0,1,1
1,0,0,0,20,8,3,1,8,19,7,3,0,0,0,0,2324,1,1,0,0,2.4,2.2,1.0,,,0.6,0.6,1.2,,,2,1,1,0,1.5,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,29.0,12.0,12.0,18.0,28.0,9.0,13.0,17.0,-6.0,19.0,9.0,0.0,12.0,3.0,0,0,0,0,0,0,0,0
1,3,0,2,10,23,2,11,6,8,4,7,4,1,0,0,2324,4,-2,1,1,0.8,1.0,2.4,,,1.2,1.2,2.4,,,0,0,0,0,0.0,0.0,3.82089552238806,0.0895522388059701,0.6291618828932262,2,1,1,0,0,10.0,11.0,31.0,27.0,5.0,9.0,13.0,-21.0,-16.0,-4.0,-2.0,0.0,4.0,6.0,0,0,0,0,0,0,0,0
1,1,1,0,16,8,5,3,9,11,9,6,1,3,0,0,2324,2,0,0,1,2.0,3.0,1.4,,,2.2,2.2,0.6,,,2,1,1,0,2.0,1.0,3.736842105263158,0.1578947368421052,0.6477732793522267,1,1,0,0,0,32.0,27.0,12.0,10.0,28.0,27.0,13.0,20.0,17.0,1.0,-1.0,0.0,10.0,11.0,0,0,0,0,0,0,0,0
4,1,1,1,14,7,5,4,13,19,4,2,4,4,0,1,2324,5,3,1,1,1.6,1.8,1.2,,,1.6,2.8,2.0,,,2,1,0,1,1.0,0.5,4.116883116883117,0.0779220779220779,0.6693306693306694,0,1,1,0,0,27.0,21.0,13.0,16.0,20.0,16.0,13.0,14.0,5.0,4.0,0.0,0.0,8.0,8.0,0,0,0,0,0,0,0,0
1,2,0,0,11,11,5,3,11,7,4,5,1,3,0,0,2324,3,-1,1,1,0.0,0.6,2.8,,,0.8,1.6,2.4,,,0,0,0,0,0.0,0.0,4.026315789473684,0.0526315789473684,0.6437246963562753,2,1,0,0,0,9.0,21.0,30.0,22.0,4.0,17.0,13.0,-21.0,-1.0,-13.0,-4.0,0.0,0.0,4.0,0,0,1,1,0,0,0,0
0,0,0,0,8,13,0,1,13,7,5,7,3,2,0,0,2324,0,0,0,0,1.6,1.4,1.6,,,0.4,1.2,2.2,,,2,2,0,0,2.5,0.5,4.756140350877193,0.2631578947368421,0.8531713900134954,1,0,0,1,1,16.0,14.0,18.0,24.0,18.0,7.0,14.0,-2.0,-10.0,11.0,6.0,0.0,8.0,2.0,0,0,0,0,0,0,0,0
2,1,0,0,8,16,3,8,15,12,4,5,6,1,0,0,2324,3,1,1,1,0.4,0.8,1.6,,,0.8,1.0,1.8,,,0,0,0,0,0.0,0.0,3.849056603773585,0.0377358490566037,0.6095791001451378,0,1,0,0,0,10.0,12.0,22.0,16.0,6.0,15.0,13.0,-12.0,-4.0,-9.0,-2.0,0.0,2.0,4.0,0,0,0,0,0,0,0,0
0,1,0,0,9,15,3,4,9,7,1,8,1,1,0,0,2324,1,-1,0,0,1.8,1.8,1.4,,,2.0,2.2,0.8,,,2,0,1,1,0.5,2.0,4.256410256410256,0.0512820512820512,0.6785009861932939,2,0,0,0,1,19.0,26.0,17.0,10.0,16.0,27.0,13.0,2.0,16.0,-11.0,-1.0,0.0,9.0,10.0,0,0,0,0,0,0,0,0
0,3,0,1,24,9,6,4,10,8,6,5,3,0,0,0,2324,3,-3,1,0,2.0,1.6,1.0,,,2.4,1.2,1.0,,,2,0,2,0,0.5,2.0,4.396551724137931,0.1034482758620689,0.7241379310344828,2,1,0,0,1,14.0,13.0,17.0,16.0,14.0,21.0,13.0,-3.0,-3.0,-7.0,-2.0,0.0,10.0,12.0,0,0,0,0,0,0,0,0
1,2,1,1,18,15,8,5,11,13,9,3,0,4,0,0,2324,3,-1,1,1,1.8,1.4,1.4,,,2.0,2.2,1.2,,,2,0,2,0,0.5,2.0,4.171428571428572,0.1285714285714285,0.701098901098901,2,1,0,0,0,24.0,29.0,15.0,17.0,26.0,25.0,13.0,9.0,12.0,1.0,-1.0,0.0,9.0,10.0,0,0,0,0,0,0,0,0
1,0,1,0,12,15,6,4,7,12,7,6,1,2,0,0,2324,1,1,0,0,1.8,1.4,0.8,,,2.0,1.4,1.0,,,0,0,0,0,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,17.0,11.0,16.0,12.0,21.0,18.0,14.0,1.0,-1.0,3.0,-1.0,0.0,9.0,10.0,0,0,0,0,0,0,0,0
0,3,0,1,13,14,4,5,16,16,4,4,3,3,0,0,2324,3,-3,1,0,0.2,0.8,1.8,,,2.2,2.4,0.6,,,2,0,2,0,0.5,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,2,1,0,0,1,10.0,28.0,17.0,9.0,10.0,32.0,13.0,-7.0,19.0,-22.0,-10.0,0.0,1.0,11.0,0,0,0,0,0,0,0,0
2,1,2,0,11,8,8,2,22,8,4,4,2,1,0,2,2324,3,1,1,1,1.4,1.4,1.2,,,1.0,1.4,1.4,,,2,2,0,0,2.0,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,0,0,23.0,18.0,16.0,17.0,22.0,12.0,14.0,7.0,1.0,10.0,2.0,0.0,7.0,5.0,0,0,0,0,0,0,0,0
3,1,0,0,10,15,3,7,9,14,2,4,0,0,0,0,2324,4,2,1,1,0.8,1.6,2.2,,,0.8,1.2,2.2,,,2,2,0,0,2.5,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,0,0,18.0,15.0,24.0,21.0,12.0,14.0,14.0,-6.0,-6.0,-2.0,0.0,0.0,4.0,4.0,0,0,0,0,0,0,0,0
3,2,1,1,12,10,6,6,13,13,6,2,2,2,0,0,2324,5,1,1,1,0.8,1.0,1.6,,,1.6,1.6,1.4,,,2,0,0,2,0.5,0.5,3.6818181818181817,0.1818181818181818,0.6503496503496502,0,1,1,0,0,10.0,16.0,20.0,20.0,12.0,15.0,13.0,-10.0,-4.0,-3.0,-4.0,0.0,4.0,8.0,0,0,0,0,0,0,0,0
1,1,0,0,12,13,2,6,8,16,2,6,1,1,0,0,2324,2,0,0,1,3.0,2.6,1.0,,,2.0,2.4,1.6,,,2,2,0,0,2.5,1.5,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,31.0,25.0,16.0,17.0,34.0,24.0,14.0,15.0,8.0,10.0,5.0,0.0,15.0,10.0,1,1,0,0,0,0,0,0
1,1,1,1,16,6,3,3,14,18,7,0,2,3,0,0,2324,2,0,0,1,0.4,0.2,1.0,,,0.2,0.4,1.8,,,2,1,1,0,0.5,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,12.0,10.0,19.0,20.0,9.0,10.0,14.0,-7.0,-10.0,-1.0,1.0,0.0,2.0,1.0,0,0,0,0,0,0,0,0
2,0,1,0,11,12,6,4,11,9,4,4,0,5,0,1,2324,2,2,0,0,1.4,1.0,1.0,,,1.8,1.0,0.6,,,0,0,0,0,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,1,0,11.0,17.0,13.0,18.0,18.0,19.0,15.0,-2.0,-1.0,-1.0,-2.0,0.0,7.0,9.0,0,0,0,0,0,0,0,0
2,1,2,0,19,6,6,3,10,10,4,0,1,2,0,0,2324,3,1,1,1,2.0,2.2,0.8,,,1.4,1.8,1.8,,,2,2,0,0,3.5,0.0,4.166666666666667,0.074074074074074,0.6752136752136753,0,1,0,0,0,27.0,18.0,10.0,23.0,30.0,15.0,14.0,17.0,-5.0,15.0,3.0,0.0,10.0,7.0,0,0,0,0,0,0,0,0
1,1,1,1,9,17,3,5,12,10,1,8,3,3,0,0,2324,2,0,0,1,0.8,1.4,2.0,,,2.0,1.6,1.0,,,2,0,2,0,0.0,2.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,16.0,25.0,24.0,17.0,14.0,25.0,15.0,-8.0,8.0,-11.0,-6.0,0.0,4.0,10.0,0,0,0,0,0,0,0,0
4,0,1,0,9,11,4,3,15,11,7,2,1,2,0,0,2324,4,4,1,0,1.6,2.0,1.8,,,1.2,1.0,1.0,,,2,1,0,1,1.5,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,1,1,0,26.0,16.0,18.0,18.0,25.0,19.0,15.0,8.0,-2.0,6.0,2.0,0.0,8.0,6.0,0,0,0,0,0,0,0,0
2,1,0,0,9,9,5,3,6,7,3,2,2,3,0,0,2324,3,1,1,1,2.6,2.6,1.2,,,1.6,1.2,1.4,,,2,1,1,0,0.5,0.5,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,0,0,32.0,16.0,17.0,18.0,35.0,19.0,15.0,15.0,-2.0,16.0,5.0,0.0,13.0,8.0,0,0,0,0,0,0,0,0
3,1,0,0,27,7,6,1,10,8,7,5,1,2,0,0,2324,4,2,1,1,1.8,1.6,1.2,,,1.0,1.2,1.6,,,0,0,0,0,0.0,0.0,3.770114942528736,0.1494252873563218,0.6489832007073386,0,1,1,0,0,19.0,12.0,18.0,23.0,16.0,9.0,14.0,1.0,-11.0,7.0,4.0,0.0,9.0,5.0,0,0,0,0,0,0,0,0
1,0,0,0,22,8,4,1,6,13,7,3,1,2,0,0,2324,1,1,0,0,2.0,2.2,1.0,,,2.4,1.4,0.8,,,2,1,0,1,1.0,0.0,4.171428571428572,0.1285714285714285,0.701098901098901,0,0,0,1,0,31.0,16.0,14.0,16.0,23.0,24.0,14.0,17.0,0.0,-1.0,-2.0,0.0,10.0,12.0,0,0,0,0,1,0,0,0
0,1,0,0,13,12,2,3,15,14,4,3,1,0,0,0,2324,1,-1,0,0,0.8,1.6,2.2,,,1.4,1.0,1.6,,,2,0,0,2,1.5,1.5,3.636363636363636,0.0909090909090909,0.6013986013986015,2,0,0,0,1,16.0,14.0,21.0,20.0,13.0,14.0,14.0,-5.0,-6.0,-1.0,-3.0,0.0,4.0,7.0,0,0,0,0,0,0,0,0
2,0,1,0,11,1,4,0,10,12,6,0,2,1,0,0,2324,2,2,0,0,2.2,2.2,0.6,,,0.2,0.8,2.0,,,0,0,0,0,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,1,0,1,0,31.0,19.0,9.0,33.0,35.0,7.0,15.0,22.0,-14.0,28.0,10.0,0.0,11.0,1.0,0,0,0,0,0,0,0,0
5,0,2,0,19,6,7,3,9,12,6,1,2,5,0,1,2324,5,5,1,0,0.0,0.6,2.4,,,0.8,1.0,2.4,,,0,0,0,0,0.0,0.0,3.736842105263158,0.1578947368421052,0.6477732793522267,0,1,1,1,0,10.0,11.0,32.0,34.0,4.0,5.0,14.0,-22.0,-23.0,-1.0,-4.0,0.0,0.0,4.0,0,0,1,1,0,0,0,0
1,1,1,0,9,9,3,2,17,7,2,3,2,0,0,0,2324,2,0,0,1,1.2,1.6,2.2,,,0.6,1.2,2.2,,,2,0,2,0,2.0,3.0,3.6582278481012658,0.1392405063291139,0.6270691333982474,1,1,0,0,0,23.0,13.0,23.0,18.0,20.0,15.0,14.0,0.0,-5.0,5.0,3.0,0.0,6.0,3.0,0,0,0,0,0,0,0,0
3,2,2,1,8,18,5,9,16,12,5,8,3,5,1,0,2324,5,1,1,1,1.0,2.2,2.6,,,1.2,1.4,1.4,,,2,0,2,0,1.0,3.0,4.112903225806452,0.1129032258064516,0.684863523573201,0,1,1,0,0,22.0,28.0,20.0,23.0,16.0,22.0,14.0,2.0,5.0,-6.0,-1.0,0.0,5.0,6.0,0,0,0,0,0,0,0,0
4,3,2,2,26,9,12,5,6,7,3,4,0,0,0,0,2324,7,1,1,1,2.2,2.0,0.4,,,0.8,1.0,1.8,,,2,1,0,1,1.5,1.0,3.704918032786885,0.1475409836065573,0.6380832282471627,0,1,1,0,0,28.0,13.0,11.0,22.0,28.0,15.0,14.0,17.0,-9.0,13.0,7.0,0.0,11.0,4.0,0,0,0,0,0,0,0,0
0,0,0,0,20,6,8,2,12,8,4,6,0,3,0,1,2324,0,0,0,0,0.0,1.0,2.6,,,2.2,1.4,0.6,,,2,0,2,0,1.5,3.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,0,0,1,1,16.0,18.0,37.0,16.0,3.0,24.0,15.0,-21.0,2.0,-21.0,-11.0,0.0,0.0,11.0,0,0,1,1,0,0,0,0
2,2,1,1,15,11,7,3,16,12,7,7,5,3,0,0,2324,4,0,1,1,1.8,1.8,2.0,,,2.4,2.4,1.2,,,2,1,1,0,1.0,1.5,3.8,0.2333333333333333,0.6923076923076923,1,1,1,0,0,14.0,31.0,28.0,18.0,12.0,28.0,14.0,-14.0,13.0,-16.0,-3.0,0.0,9.0,12.0,0,0,0,0,0,0,0,0
1,0,1,0,13,9,2,4,17,12,7,2,5,4,0,0,2324,1,1,0,0,2.0,1.2,0.8,,,2.4,2.0,0.8,,,2,2,0,0,1.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,0,0,0,1,0,27.0,30.0,14.0,12.0,31.0,31.0,15.0,13.0,18.0,0.0,-2.0,0.0,10.0,12.0,0,0,0,0,0,0,0,0
1,1,0,0,18,5,4,4,6,16,8,4,3,2,0,0,2324,2,0,0,1,0.8,1.2,1.4,,,1.4,2.0,2.0,,,2,1,0,1,1.5,1.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,19.0,21.0,19.0,25.0,12.0,15.0,14.0,0.0,-4.0,-3.0,-3.0,0.0,4.0,7.0,0,0,0,0,0,0,0,0
0,0,0,0,7,7,3,4,16,15,5,4,4,2,0,0,2324,0,0,0,0,0.4,0.2,1.0,,,1.4,1.4,1.2,,,0,0,0,0,0.0,0.0,4.756140350877193,0.2631578947368421,0.8531713900134954,1,0,0,1,1,13.0,14.0,20.0,19.0,10.0,15.0,15.0,-7.0,-5.0,-5.0,-5.0,0.0,2.0,7.0,0,0,0,0,0,0,0,0
3,3,2,1,18,8,4,4,14,14,10,8,4,4,0,0,2324,6,0,1,1,2.2,3.2,1.4,,,1.2,1.4,1.8,,,2,1,1,0,2.0,1.5,4.116883116883117,0.0779220779220779,0.6693306693306694,1,1,1,0,0,33.0,25.0,13.0,17.0,29.0,26.0,14.0,20.0,8.0,3.0,5.0,0.0,11.0,6.0,0,0,0,0,0,0,1,0
1,1,0,1,26,2,7,1,14,18,12,1,1,6,0,1,2324,2,0,0,1,0.4,0.8,1.8,,,0.4,0.6,1.8,,,2,1,1,0,1.5,0.5,4.756140350877193,0.2631578947368421,0.8531713900134954,1,1,0,0,0,14.0,11.0,24.0,21.0,8.0,11.0,15.0,-10.0,-10.0,-3.0,0.0,0.0,2.0,2.0,0,0,0,0,0,0,0,0
1,0,1,0,7,12,4,3,11,15,6,8,2,4,0,0,2324,1,1,0,0,0.8,1.6,2.0,,,0.6,1.6,1.8,,,0,0,0,0,0.0,0.0,3.849056603773585,0.0377358490566037,0.6095791001451378,0,0,0,1,0,19.0,15.0,25.0,32.0,15.0,7.0,15.0,-6.0,-17.0,8.0,1.0,0.0,4.0,3.0,0,0,0,0,0,0,0,0
